Employee_ID,Year_of_Joining,MonthofJoining,DayofJoining,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
12840,1989,7,12,14733,338859,0,Y,Yes,7,4,3,80,4,33,3,2,29,3,14,22
12841,2020,12,20,40095,841995,5,Y,No,38,1,1,80,2,2,3,3,1,1,1,1
12842,2014,9,10,15838,300922,0,Y,No,47,1,2,80,1,8,4,3,8,8,5,5
12843,2017,3,21,2114,46508,8,Y,Yes,17,1,2,80,4,5,2,1,5,2,5,1
12844,2018,6,7,19975,179775,5,Y,Yes,7,3,4,80,3,4,2,2,4,1,4,4
12845,2003,11,20,48096,96192,5,Y,Yes,30,2,1,80,3,19,3,2,1,1,1,1
12846,2014,1,14,7817,234510,0,Y,Yes,44,4,3,80,2,8,1,4,7,4,3,1
12847,1983,2,4,8200,196800,2,Y,No,13,2,1,80,4,39,4,1,37,19,11,33
12848,1984,3,6,24600,246000,4,Y,No,7,4,2,80,4,38,5,1,12,12,6,1
12849,1996,10,11,31555,567990,1,Y,Yes,0,4,1,80,2,26,3,2,16,6,15,10
12850,2012,12,24,1295,22015,5,Y,Yes,6,2,4,80,2,10,5,1,8,2,2,4
12851,2004,4,1,13583,122247,8,Y,Yes,38,1,3,80,4,18,2,2,18,13,16,13
12852,1989,12,4,17374,208488,0,Y,Yes,36,4,2,80,2,33,5,4,21,7,20,10
12853,1983,9,4,34450,344500,8,Y,No,49,2,1,80,3,39,1,2,12,2,1,10
12854,2009,8,1,34868,418416,1,Y,Yes,48,2,1,80,2,13,1,4,5,4,4,2
12855,2002,3,12,32090,609710,4,Y,Yes,48,1,4,80,3,20,2,3,11,6,8,11
12856,1989,10,26,45902,872138,1,Y,No,37,3,1,80,4,33,5,2,14,10,12,13
12857,1984,2,27,45732,868908,7,Y,Yes,18,4,3,80,4,38,3,1,6,2,3,2
12858,1999,5,19,38391,268737,4,Y,No,25,4,1,80,3,23,2,2,22,7,18,11
12859,1982,12,25,28379,56758,2,Y,Yes,19,2,3,80,4,40,2,2,37,26,2,12
12860,1985,6,1,47094,1083162,0,Y,No,37,1,4,80,1,37,6,3,14,5,8,6
12861,2008,1,10,39164,900772,8,Y,Yes,21,3,3,80,1,14,6,2,9,5,2,7
12862,2005,3,14,19699,551572,2,Y,Yes,10,2,4,80,3,17,2,1,2,1,2,2
12863,1996,9,9,39031,702558,7,Y,No,1,2,3,80,1,26,4,4,12,9,6,8
12864,2010,9,9,40138,642208,3,Y,Yes,28,1,3,80,3,12,4,3,12,3,3,12
12865,1986,7,15,25669,590387,1,Y,No,28,4,1,80,4,36,6,4,19,9,19,7
12866,2014,7,11,13822,373194,2,Y,Yes,27,1,4,80,3,8,5,1,7,5,5,4
12867,2014,11,20,6146,172088,5,Y,Yes,42,1,1,80,1,8,6,3,6,4,4,4
12868,1989,10,19,31964,479460,6,Y,No,8,1,2,80,3,33,5,2,30,16,3,21
12869,2021,12,28,18171,290736,6,Y,Yes,26,1,4,80,1,1,1,3,1,1,1,1
12870,1994,8,5,44707,178828,1,Y,No,4,3,3,80,4,28,4,2,26,9,7,5
12871,1991,12,4,23433,421794,2,Y,No,19,3,3,80,4,31,1,1,9,1,7,2
12872,2017,4,3,35215,880375,8,Y,No,39,1,3,80,4,5,1,1,2,1,1,1
12873,1987,9,2,8940,53640,0,Y,No,24,2,2,80,2,35,3,3,34,32,20,30
12874,2008,3,16,49437,1186488,8,Y,No,33,2,4,80,1,14,1,3,3,1,3,3
12875,1993,5,13,44808,716928,4,Y,No,37,1,1,80,2,29,2,4,17,8,11,3
12876,2003,8,20,48716,828172,8,Y,No,14,3,2,80,4,19,2,3,11,5,7,1
12877,1996,11,9,9434,226416,1,Y,No,39,2,3,80,2,26,2,4,24,12,3,24
12878,2010,1,24,14946,89676,6,Y,No,41,1,1,80,1,12,1,4,3,1,2,3
12879,2010,9,7,5485,137125,4,Y,No,37,2,1,80,3,12,1,1,12,12,2,8
12880,2008,11,16,50443,1361961,3,Y,No,36,1,3,80,2,14,6,3,5,2,1,4
12881,2017,1,8,2648,2648,6,Y,Yes,30,2,4,80,4,5,5,3,4,1,4,3
12882,1983,7,2,27243,435888,1,Y,Yes,34,2,2,80,3,39,5,3,35,10,27,14
12883,2020,9,6,5572,117012,0,Y,Yes,14,2,4,80,4,2,5,3,1,1,1,1
12884,1986,3,15,2991,2991,6,Y,Yes,13,2,2,80,2,36,4,4,25,6,25,6
12885,2004,10,5,7950,95400,2,Y,Yes,5,3,4,80,2,18,1,1,11,10,3,3
12886,1990,7,13,33126,430638,3,Y,No,39,2,2,80,1,32,2,2,26,17,14,15
12887,2018,12,8,6161,117059,1,Y,Yes,4,4,2,80,1,4,2,3,3,1,3,1
12888,1987,3,1,21541,21541,1,Y,Yes,12,1,4,80,3,35,5,1,19,12,3,19
12889,2011,5,28,8430,168600,4,Y,Yes,31,3,4,80,2,11,1,4,9,4,6,2
12890,2014,1,28,14404,216060,1,Y,Yes,21,1,4,80,4,8,6,4,2,1,2,1
12891,1987,12,17,37925,1099825,1,Y,No,30,1,4,80,1,35,4,4,7,4,5,2
12892,1994,7,3,4333,121324,7,Y,No,28,3,3,80,2,28,2,1,12,4,8,6
12893,1987,6,1,40743,285201,8,Y,Yes,14,4,3,80,3,35,5,2,25,14,15,19
12894,1990,3,13,24613,639938,7,Y,No,3,3,3,80,3,32,1,4,2,1,1,1
12895,2019,2,10,22212,422028,6,Y,Yes,7,3,4,80,4,3,4,1,1,1,1,1
12896,1986,4,16,25632,128160,2,Y,Yes,13,3,2,80,2,36,4,2,10,7,1,6
12897,1987,3,10,47452,427068,1,Y,Yes,39,4,3,80,4,35,5,4,32,5,13,16
12898,1986,10,18,38238,650046,7,Y,No,6,3,4,80,2,36,4,2,12,4,8,3
12899,1993,11,4,4635,9270,0,Y,No,19,2,1,80,3,29,5,4,21,11,15,16
12900,1998,12,14,41196,453156,8,Y,No,22,1,2,80,4,24,1,4,21,13,19,2
12901,1985,10,20,41872,921184,2,Y,Yes,23,1,2,80,4,37,6,3,34,5,20,31
12902,2012,11,11,12429,223722,0,Y,Yes,47,1,3,80,3,10,2,4,7,3,4,6
12903,1994,2,26,1172,17580,7,Y,Yes,47,1,2,80,4,28,2,3,4,3,3,3
12904,2003,7,22,6246,24984,3,Y,No,16,4,4,80,2,19,5,4,2,2,2,1
12905,1988,7,18,35413,531195,4,Y,No,27,4,1,80,1,34,3,1,18,15,6,7
12906,2019,6,19,11222,190774,3,Y,No,1,4,4,80,4,3,6,2,1,1,1,1
12907,2008,5,20,6753,87789,0,Y,Yes,17,4,1,80,4,14,3,2,12,8,1,11
12908,1988,6,13,5937,59370,8,Y,No,28,1,3,80,2,34,4,3,28,13,21,28
12909,1990,11,19,27426,329112,2,Y,No,36,3,4,80,4,32,3,3,20,20,15,14
12910,2015,1,24,42254,507048,4,Y,Yes,23,3,1,80,1,7,6,3,2,2,2,2
12911,2005,3,24,16358,163580,5,Y,No,11,2,4,80,4,17,2,4,4,3,4,4
12912,1982,8,16,48321,579852,6,Y,Yes,0,2,4,80,4,40,4,1,24,16,21,15
12913,1982,4,11,7542,158382,7,Y,Yes,48,1,1,80,2,40,6,1,5,3,3,3
12914,2002,4,2,5987,101779,7,Y,Yes,38,4,1,80,2,20,4,3,5,2,5,4
12915,2012,5,2,8609,172180,5,Y,Yes,34,2,4,80,1,10,5,1,2,2,2,2
12916,1990,5,28,19821,39642,5,Y,No,18,2,1,80,3,32,1,3,5,4,5,1
12917,2009,9,15,20524,246288,0,Y,Yes,26,2,1,80,4,13,1,4,6,4,2,1
12918,1985,7,21,7422,37110,6,Y,Yes,39,1,4,80,2,37,5,2,6,5,6,5
12919,2014,2,10,41865,209325,3,Y,No,2,1,1,80,3,8,1,4,7,6,6,5
12920,1997,11,25,3198,31980,7,Y,Yes,24,2,4,80,3,25,6,3,15,9,15,1
12921,2001,8,10,43601,741217,6,Y,Yes,14,2,2,80,3,21,3,2,16,8,8,9
12922,2016,7,7,30321,545778,5,Y,No,48,3,4,80,2,6,5,4,6,5,1,2
12923,2012,10,21,12815,76890,2,Y,Yes,33,3,1,80,1,10,4,1,5,2,2,2
12924,2007,4,8,8020,128320,3,Y,Yes,31,3,4,80,4,15,3,4,5,2,5,4
12925,2004,3,28,26318,710586,4,Y,No,11,1,1,80,1,18,6,4,17,17,6,5
12926,1985,11,16,23924,287088,6,Y,Yes,42,2,2,80,3,37,6,4,2,2,1,2
12927,1982,5,22,27572,468724,1,Y,Yes,10,1,4,80,4,40,4,1,6,2,4,3
12928,1987,2,4,13628,354328,0,Y,No,1,1,1,80,3,35,6,1,28,2,22,19
12929,2000,4,8,42880,857600,7,Y,Yes,15,4,3,80,2,22,6,4,10,2,6,3
12930,1996,8,11,2168,8672,0,Y,No,36,2,1,80,2,26,3,3,11,1,1,4
12931,1988,11,23,35266,528990,7,Y,Yes,0,4,1,80,4,34,1,2,34,8,27,18
12932,2000,8,26,24609,738270,0,Y,No,46,3,3,80,1,22,1,2,21,5,20,12
12933,1991,9,5,6991,139820,7,Y,Yes,25,1,2,80,4,31,2,2,25,6,7,23
12934,1984,12,7,5408,135200,0,Y,Yes,36,1,1,80,1,38,4,2,17,2,2,7
12935,2009,2,4,24138,675864,0,Y,No,38,4,4,80,2,13,4,3,13,12,12,2
12936,2016,7,5,38764,1162920,2,Y,No,23,1,1,80,2,6,5,1,2,1,2,2
12937,2001,4,2,49203,1230075,0,Y,Yes,3,1,3,80,2,21,3,4,18,4,8,7
12938,1988,5,8,24630,344820,5,Y,Yes,1,3,1,80,3,34,1,4,13,12,2,1
12939,1986,3,6,30136,783536,1,Y,No,23,2,2,80,3,36,1,2,17,9,3,5
12940,1984,12,20,27574,413610,0,Y,No,10,1,2,80,1,38,5,4,7,1,6,4
12941,2020,8,12,6757,114869,0,Y,No,2,3,4,80,1,2,4,3,2,1,1,2
12942,1990,1,23,38177,878071,0,Y,Yes,13,1,4,80,3,32,6,2,25,17,6,19
12943,1994,5,24,8004,48024,7,Y,Yes,28,2,4,80,4,28,1,3,23,23,17,21
12944,2017,2,10,29169,145845,5,Y,Yes,34,4,2,80,1,5,6,2,1,1,1,1
12945,1988,9,9,25926,622224,8,Y,No,9,2,2,80,4,34,4,1,20,1,2,11
12946,2009,2,12,10963,87704,5,Y,Yes,17,1,3,80,2,13,5,4,7,5,3,4
12947,1984,8,2,14880,327360,2,Y,No,17,4,2,80,4,38,3,1,5,5,4,2
12948,2013,3,18,3802,34218,0,Y,Yes,12,2,2,80,3,9,2,3,4,3,2,4
12949,1996,12,6,26860,805800,2,Y,No,42,3,3,80,4,26,1,2,11,8,9,8
12950,1994,11,15,6193,117667,8,Y,Yes,22,1,3,80,1,28,4,3,16,6,4,15
12951,2015,2,8,6390,51120,3,Y,Yes,34,3,2,80,2,7,4,2,6,2,4,5
12952,2011,7,13,1811,45275,8,Y,No,10,2,3,80,1,11,4,3,5,5,3,3
12953,2010,5,24,30932,556776,6,Y,Yes,21,1,4,80,1,12,2,1,11,6,5,5
12954,1988,12,13,9580,47900,8,Y,No,7,3,4,80,4,34,5,1,30,9,6,2
12955,1986,3,5,45237,316659,2,Y,No,46,3,4,80,2,36,1,3,14,7,6,7
12956,1998,11,24,44091,617274,3,Y,Yes,7,2,1,80,2,24,6,2,12,6,1,2
12957,2017,11,17,50578,758670,5,Y,Yes,41,3,4,80,1,5,5,1,4,1,2,1
12958,1990,10,24,16069,289242,8,Y,Yes,1,1,4,80,3,32,5,2,8,5,2,2
12959,1992,7,19,22301,245311,2,Y,No,1,3,2,80,4,30,2,1,21,3,18,2
12960,2004,10,21,15063,15063,7,Y,No,28,3,2,80,2,18,4,3,9,7,3,8
12961,2002,4,20,41640,83280,5,Y,No,11,2,3,80,1,20,2,4,2,1,2,2
12962,1986,2,4,29051,145255,0,Y,No,14,2,4,80,3,36,6,1,26,1,22,7
12963,2008,11,5,40225,884950,5,Y,Yes,1,2,2,80,4,14,4,1,5,3,5,4
12964,2006,5,13,18142,163278,4,Y,Yes,39,2,4,80,3,16,4,3,8,1,7,1
12965,1997,1,5,18217,72868,1,Y,Yes,12,1,1,80,4,25,5,3,14,6,7,2
12966,1992,7,4,22080,574080,6,Y,No,44,2,4,80,1,30,6,1,10,3,4,7
12967,1982,10,4,9519,247494,0,Y,No,34,3,1,80,3,40,1,2,5,1,5,5
12968,2008,1,21,43706,1005238,7,Y,No,46,3,1,80,1,14,3,2,11,8,10,4
12969,2001,1,4,29998,329978,2,Y,Yes,7,1,3,80,3,21,5,4,20,18,6,1
12970,2017,2,19,13100,39300,6,Y,Yes,30,4,1,80,3,5,6,3,4,2,1,3
12971,2016,6,9,7144,71440,3,Y,No,23,2,4,80,3,6,6,3,2,2,1,1
12972,2001,10,7,49565,1338255,6,Y,Yes,21,3,4,80,1,21,1,2,21,2,15,18
12973,2004,3,12,2116,2116,1,Y,Yes,17,1,1,80,1,18,3,3,12,5,1,10
12974,2016,10,9,1154,11540,2,Y,No,34,3,1,80,4,6,5,2,1,1,1,1
12975,2002,1,10,47611,666554,1,Y,No,29,2,3,80,3,20,6,1,3,3,2,1
12976,1984,2,2,3927,66759,7,Y,No,25,1,2,80,2,38,4,2,26,24,14,7
12977,2009,12,12,37485,637245,2,Y,Yes,17,1,4,80,2,13,4,4,3,3,3,3
12978,1986,12,4,15610,124880,7,Y,No,20,2,4,80,3,36,1,2,9,9,2,3
12979,1983,5,8,16574,132592,5,Y,No,29,3,3,80,3,39,3,4,2,2,2,1
12980,1985,8,6,40872,735696,4,Y,Yes,7,3,1,80,1,37,5,3,30,20,7,25
12981,2000,8,25,31647,917763,6,Y,No,33,3,1,80,2,22,4,2,2,2,2,2
12982,2021,5,8,27876,836280,7,Y,No,11,1,1,80,1,1,6,3,1,1,1,1
12983,2008,11,12,16924,406176,1,Y,No,43,3,1,80,2,14,5,1,9,7,1,6
12984,2020,11,15,28317,792876,5,Y,No,5,2,3,80,4,2,1,3,2,2,1,1
12985,2015,5,25,50112,1453248,0,Y,No,9,1,1,80,2,7,1,1,4,2,3,1
12986,1989,11,25,25619,614856,3,Y,Yes,45,4,4,80,3,33,1,1,21,4,5,21
12987,1992,4,22,27379,438064,6,Y,No,37,3,1,80,3,30,2,1,27,23,17,17
12988,2015,7,27,48486,775776,0,Y,Yes,17,3,4,80,2,7,5,1,2,1,2,2
12989,2021,10,14,18209,400598,8,Y,No,34,2,3,80,3,1,2,4,1,1,1,1
12990,2007,9,13,49487,841279,0,Y,No,2,3,4,80,2,15,4,2,13,13,12,13
12991,1996,8,16,23584,47168,8,Y,Yes,23,3,1,80,4,26,5,2,3,1,1,1
12992,1989,3,23,40877,1226310,4,Y,Yes,30,4,3,80,4,33,1,4,7,1,7,4
12993,2008,10,27,23421,515262,6,Y,Yes,32,2,2,80,1,14,2,2,14,13,3,2
12994,2016,12,28,42322,338576,0,Y,No,40,4,4,80,1,6,5,4,6,1,6,1
12995,2018,6,16,11701,81907,6,Y,No,40,3,4,80,1,4,4,3,3,3,2,1
12996,1987,3,27,7733,23199,6,Y,Yes,12,2,1,80,2,35,4,3,31,1,11,21
12997,1998,4,27,30236,695428,1,Y,No,14,3,4,80,1,24,1,3,17,2,16,5
12998,1997,3,15,10884,272100,8,Y,No,44,1,3,80,4,25,2,1,12,4,8,6
12999,2021,1,28,24502,220518,7,Y,Yes,29,3,2,80,4,1,5,2,1,1,1,1
13000,2011,8,28,32010,768240,7,Y,No,22,2,3,80,2,11,1,3,5,2,4,4
13001,2004,3,27,7485,82335,2,Y,Yes,42,1,4,80,2,18,4,3,16,14,2,9
13002,2007,10,5,50068,100136,1,Y,No,38,3,4,80,2,15,1,3,9,6,2,9
13003,1982,10,14,29965,299650,4,Y,No,33,1,4,80,2,40,1,3,37,35,24,22
13004,2012,8,1,7847,86317,3,Y,No,21,4,1,80,2,10,6,1,7,2,6,7
13005,2017,7,9,18191,272865,4,Y,No,9,2,4,80,4,5,5,2,1,1,1,1
13006,2014,11,2,29622,207354,6,Y,No,9,2,2,80,2,8,6,1,4,4,2,4
13007,2017,1,28,2368,4736,6,Y,Yes,8,4,3,80,3,5,2,4,3,2,2,1
13008,1995,6,26,33530,905310,3,Y,No,9,1,3,80,2,27,4,1,8,4,6,1
13009,1984,10,4,21909,131454,1,Y,No,27,4,4,80,3,38,2,3,4,3,4,4
13010,1994,9,17,43365,130095,7,Y,No,44,3,3,80,4,28,6,1,6,4,2,1
13011,2015,10,8,5878,146950,2,Y,Yes,37,1,4,80,4,7,2,2,5,2,1,1
13012,1998,2,28,16967,424175,5,Y,Yes,12,2,2,80,2,24,5,4,21,15,18,19
13013,2017,8,4,39570,1147530,1,Y,No,27,3,4,80,3,5,2,4,5,4,5,2
13014,1985,4,24,20909,229999,0,Y,Yes,29,3,2,80,2,37,5,1,7,4,4,5
13015,2019,2,20,40653,1016325,6,Y,No,21,4,3,80,4,3,3,2,2,1,2,1
13016,2015,4,16,43654,1265966,6,Y,No,45,3,1,80,2,7,6,4,1,1,1,1
13017,1991,1,10,30828,832356,8,Y,Yes,31,1,1,80,4,31,6,2,10,10,6,8
13018,2002,12,8,1876,1876,1,Y,No,10,4,1,80,1,20,4,1,17,6,2,5
13019,1999,9,15,1427,24259,1,Y,Yes,22,4,3,80,4,23,4,1,16,1,3,11
13020,1992,11,1,7140,135660,0,Y,No,22,1,1,80,4,30,5,4,6,4,4,5
13021,2012,3,24,33899,372889,3,Y,Yes,20,1,2,80,1,10,1,4,4,4,4,3
13022,1997,7,16,22614,293982,7,Y,No,20,2,1,80,4,25,5,2,23,12,19,18
13023,2019,10,15,48610,826370,3,Y,No,19,2,2,80,1,3,6,2,2,2,2,1
13024,2012,4,20,2005,4010,0,Y,No,42,4,2,80,2,10,5,1,10,2,8,3
13025,1994,4,15,17909,483543,7,Y,No,32,4,1,80,4,28,6,3,3,2,1,2
13026,1988,2,8,15420,462600,3,Y,No,12,3,2,80,2,34,3,1,19,8,2,6
13027,1985,11,22,41880,586320,8,Y,Yes,34,1,3,80,3,37,3,1,13,5,12,1
13028,1995,11,20,29318,175908,1,Y,No,27,1,2,80,2,27,5,2,17,14,1,8
13029,1991,11,1,47735,477350,5,Y,No,9,3,4,80,1,31,1,1,26,17,13,25
13030,2000,12,3,20257,506425,3,Y,Yes,11,2,3,80,3,22,5,1,2,2,1,2
13031,1990,7,22,36274,181370,4,Y,Yes,13,3,2,80,2,32,4,1,8,4,6,5
13032,2016,10,12,14614,175368,3,Y,Yes,36,4,4,80,4,6,2,1,1,1,1,1
13033,1987,1,26,11351,11351,5,Y,Yes,14,3,1,80,1,35,1,2,23,23,4,23
13034,2019,11,3,8972,269160,1,Y,Yes,23,1,4,80,1,3,1,1,3,3,3,1
13035,2011,6,9,40787,326296,7,Y,Yes,22,2,2,80,4,11,2,3,4,4,1,2
13036,1987,7,18,38358,882234,5,Y,Yes,22,2,4,80,1,35,4,2,22,5,22,15
13037,2015,7,1,9668,193360,7,Y,No,9,1,2,80,1,7,2,1,3,2,3,3
13038,1985,9,9,22017,352272,2,Y,Yes,13,3,3,80,2,37,3,1,33,7,32,17
13039,1985,1,25,39461,1144369,5,Y,No,6,3,3,80,1,37,3,4,37,8,25,5
13040,2000,1,13,28917,491589,2,Y,Yes,20,3,2,80,4,22,4,3,19,19,15,5
13041,2007,1,22,8883,257607,0,Y,No,43,3,4,80,1,15,6,1,4,2,3,2
13042,2015,4,8,17665,211980,5,Y,Yes,39,4,3,80,1,7,6,4,7,3,3,3
13043,2007,6,24,24980,624500,6,Y,Yes,9,4,1,80,3,15,2,3,14,13,10,6
13044,1983,5,20,18026,432624,5,Y,Yes,40,1,1,80,3,39,6,4,34,15,34,4
13045,2004,9,7,5318,122314,5,Y,Yes,6,4,2,80,1,18,6,4,8,3,1,6
13046,2007,10,6,33731,775813,3,Y,No,0,1,2,80,3,15,3,4,11,2,2,11
13047,1994,3,13,44765,358120,2,Y,Yes,10,3,3,80,1,28,4,2,5,3,5,1
13048,1987,8,19,8758,61306,3,Y,No,17,2,4,80,2,35,1,4,29,19,13,24
13049,1995,7,7,2766,49788,7,Y,No,42,2,3,80,4,27,2,3,15,2,6,5
13050,2008,11,22,11787,188592,4,Y,Yes,2,3,2,80,1,14,5,1,3,3,2,1
13051,2012,3,14,9569,229656,2,Y,No,18,3,4,80,2,10,5,2,6,5,6,4
13052,2018,7,4,5993,95888,7,Y,No,34,3,1,80,3,4,5,3,3,1,1,3
13053,1987,1,27,2336,4672,8,Y,No,29,3,4,80,4,35,6,1,10,3,2,10
13054,2001,8,8,33887,237209,8,Y,No,29,4,1,80,2,21,2,2,15,11,6,5
13055,2008,12,18,14567,378742,6,Y,Yes,30,2,1,80,4,14,5,4,8,4,1,5
13056,1986,8,18,9385,178315,3,Y,Yes,0,1,3,80,3,36,1,4,19,9,1,14
13057,2018,5,26,4792,110216,8,Y,Yes,16,3,2,80,1,4,5,2,2,2,1,1
13058,2003,10,3,21782,653460,1,Y,No,29,1,2,80,3,19,4,2,8,8,3,1
13059,1994,5,18,22950,619650,7,Y,Yes,0,2,1,80,3,28,6,4,16,4,9,1
13060,2000,1,2,18835,263690,3,Y,No,45,1,3,80,4,22,6,1,1,1,1,1
13061,2011,12,14,25404,406464,3,Y,Yes,28,3,4,80,1,11,3,3,5,3,5,5
13062,2002,4,26,48636,1313172,6,Y,Yes,17,2,2,80,4,20,3,3,6,1,1,5
13063,1997,9,22,12024,156312,2,Y,Yes,30,4,3,80,1,25,2,1,21,12,11,12
13064,2013,3,25,2454,68712,3,Y,No,24,1,3,80,4,9,1,3,7,3,1,7
13065,2007,10,7,21284,383112,4,Y,No,28,3,2,80,1,15,5,3,6,2,5,4
13066,1994,10,18,13250,172250,6,Y,No,34,2,4,80,1,28,4,2,27,19,9,22
13067,1989,9,2,31797,635940,0,Y,Yes,6,1,3,80,3,33,6,4,6,6,2,2
13068,2017,12,9,27036,729972,7,Y,No,34,2,1,80,2,5,3,3,2,2,2,1
13069,1996,7,3,31236,281124,1,Y,Yes,46,1,2,80,4,26,4,2,6,4,2,5
13070,2012,8,18,26779,294569,3,Y,No,19,4,2,80,2,10,2,2,6,4,3,2
13071,2011,2,5,26077,104308,8,Y,Yes,15,4,1,80,4,11,2,4,2,2,1,2
13072,1991,2,7,1026,25650,5,Y,Yes,47,2,2,80,1,31,5,4,6,5,5,2
13073,2015,9,26,28097,842910,2,Y,No,21,4,2,80,1,7,4,2,5,2,2,4
13074,1989,12,5,11949,274827,4,Y,No,2,1,2,80,4,33,4,2,10,4,5,5
13075,2005,12,15,16066,385584,5,Y,Yes,11,1,1,80,2,17,6,1,7,3,3,6
13076,1992,6,14,29986,329846,0,Y,No,1,1,1,80,4,30,1,1,10,8,4,5
13077,1997,2,17,33578,67156,6,Y,No,48,3,3,80,1,25,2,4,6,6,6,3
13078,2010,8,17,14777,132993,4,Y,No,47,1,4,80,3,12,5,3,11,6,6,2
13079,1999,3,21,46449,185796,8,Y,Yes,2,3,4,80,3,23,3,4,9,1,3,5
13080,2008,3,8,34568,138272,3,Y,No,5,2,1,80,1,14,2,3,14,2,8,12
13081,2004,1,12,45616,410544,8,Y,Yes,47,4,3,80,1,18,1,2,4,4,2,1
13082,1988,7,15,28791,719775,5,Y,No,18,1,4,80,4,34,2,3,13,11,11,12
13083,1997,8,10,43994,923874,6,Y,Yes,44,1,4,80,1,25,1,1,10,5,2,2
13084,1986,9,11,30980,123920,7,Y,No,12,2,3,80,1,36,4,2,30,2,9,13
13085,1982,3,27,28206,479502,2,Y,Yes,40,1,1,80,2,40,4,2,38,1,24,3
13086,2020,6,4,31746,95238,1,Y,No,0,4,4,80,3,2,1,2,1,1,1,1
13087,1988,8,13,38641,1081948,0,Y,No,48,1,3,80,2,34,2,3,6,1,5,4
13088,1982,7,26,23956,718680,4,Y,Yes,41,4,2,80,1,40,1,1,35,4,27,12
13089,2015,11,27,13758,233886,4,Y,Yes,39,2,1,80,2,7,5,2,1,1,1,1
13090,2002,10,25,34845,905970,6,Y,Yes,38,2,3,80,2,20,6,3,2,2,2,2
13091,2012,12,3,47099,1412970,8,Y,No,6,2,1,80,1,10,2,4,10,3,5,1
13092,2015,3,8,12222,281106,6,Y,No,26,3,3,80,3,7,2,1,5,1,4,3
13093,2015,12,21,17928,53784,3,Y,Yes,0,3,4,80,2,7,5,2,1,1,1,1
13094,2006,1,7,44458,266748,6,Y,No,36,4,1,80,3,16,3,2,4,1,1,3
13095,1987,1,27,18938,56814,0,Y,Yes,21,1,4,80,2,35,1,2,28,10,6,11
13096,1995,5,27,6468,142296,6,Y,No,22,1,4,80,2,27,6,2,8,4,7,1
13097,1998,2,7,16971,118797,3,Y,No,37,1,2,80,1,24,3,2,23,8,5,10
13098,1994,5,3,36339,1090170,1,Y,No,17,2,3,80,1,28,2,2,21,12,1,19
13099,2003,6,8,45182,1310278,8,Y,No,2,2,3,80,2,19,4,3,6,1,3,3
13100,1995,6,15,9818,196360,3,Y,Yes,19,2,1,80,2,27,5,1,1,1,1,1
13101,1994,6,12,37582,112746,2,Y,No,0,2,3,80,2,28,4,4,2,1,1,2
13102,2014,3,25,42343,1016232,0,Y,No,0,1,1,80,2,8,3,3,6,3,1,1
13103,2002,6,2,29406,499902,7,Y,Yes,28,1,4,80,3,20,5,2,1,1,1,1
13104,1998,6,21,10793,43172,0,Y,No,23,3,4,80,1,24,3,4,7,1,6,6
13105,1985,2,3,9236,166248,1,Y,Yes,15,2,1,80,1,37,5,3,11,10,4,11
13106,2019,4,12,49652,1141996,6,Y,Yes,32,3,3,80,2,3,5,1,3,3,2,2
13107,2015,1,25,21324,85296,5,Y,Yes,12,3,3,80,1,7,5,1,7,3,2,1
13108,1996,7,18,38784,426624,4,Y,Yes,5,3,4,80,4,26,6,1,15,5,8,2
13109,1992,4,10,29038,493646,4,Y,No,33,1,1,80,3,30,1,4,25,1,8,14
13110,1994,3,17,12486,49944,0,Y,No,44,3,3,80,2,28,6,4,26,3,20,4
13111,2020,8,1,12890,128900,6,Y,Yes,40,1,3,80,1,2,4,1,2,1,1,1
13112,1989,9,14,32022,928638,7,Y,Yes,47,2,2,80,4,33,5,3,13,5,3,1
13113,1993,12,25,39063,234378,5,Y,No,0,1,3,80,4,29,5,1,8,8,7,3
13114,2004,10,15,26324,447508,5,Y,No,7,2,4,80,1,18,5,3,18,2,10,16
13115,2001,7,12,46887,1078401,7,Y,No,15,1,3,80,3,21,1,1,17,2,13,6
13116,1986,11,17,18041,126287,3,Y,Yes,18,3,3,80,2,36,2,1,14,10,8,4
13117,1993,2,2,16199,275383,2,Y,Yes,32,1,3,80,3,29,5,2,26,17,7,17
13118,2016,2,23,14626,43878,1,Y,Yes,8,4,4,80,4,6,4,2,6,3,2,5
13119,1987,6,1,38020,836440,3,Y,No,16,2,2,80,3,35,3,3,27,15,21,17
13120,1990,10,3,6654,106464,3,Y,Yes,0,3,1,80,2,32,3,2,30,14,6,19
13121,2002,11,26,24493,367395,8,Y,Yes,5,3,2,80,4,20,3,1,3,2,2,3
13122,2007,11,7,28048,140240,1,Y,No,39,2,4,80,2,15,6,1,4,4,3,2
13123,2005,5,12,6514,39084,7,Y,No,18,3,3,80,1,17,6,1,7,1,5,1
13124,2010,12,1,45416,1271648,6,Y,Yes,32,3,3,80,1,12,2,2,8,1,7,7
13125,2000,3,11,29996,659912,3,Y,No,5,4,2,80,1,22,6,4,5,4,2,5
13126,2011,8,6,6163,147912,0,Y,No,42,2,3,80,4,11,5,2,2,2,2,1
